site,nei_site,distance,counts
11581,9024210,161,4
11590,135073,198,36
11590,303237,185,36
11590,303852,186,36
11590,304056,154,36
11590,304064,166,36
11590,304992,190,36
11590,304993,177,36
11590,305394,160,36
11590,9003147,185,36
11590,9004377,168,36
11590,9015518,164,36
11590,9016537,190,36
11590,9016736,177,36
11590,9016777,177,36
11590,9024259,164,36
11590,9025987,188,36
11590,9026144,181,36
11591,101741,168,113
11591,137270,183,113
11591,138801,198,113
11591,301205,200,113
11591,303077,196,113
11591,303989,168,113
11591,303991,186,113
11591,304987,166,113
11591,49989,168,113
11591,9008787,193,113
11591,9012344,176,113
11591,9013786,189,113
11591,9026345,167,113
11591,9026551,199,113
11593,101741,153,6
11593,101805,159,6
11593,11594,178,6
11593,135231,179,6
11593,135390,178,6
11593,140785,157,6
11593,301885,191,6
11593,303723,152,6
11593,303999,179,6
11593,304562,194,6
11593,404118,171,6
11593,50672,167,6
11593,9001289,172,6
11593,9011518,195,6
11594,101741,186,14
11594,11593,178,14
11594,134822,196,14
11594,135306,157,14
11594,135390,190,14
11594,300787,160,14
11594,301206,189,14
11594,301890,197,14
11594,303711,169,14
11594,304009,183,14
11594,36210,187,14
11594,49990,163,14
11594,9007817,171,14
11594,9017058,150,14
11594,9017674,182,14
11596,11597,156,268
11596,131140,191,268
11596,134565,154,268
11596,302571,174,268
11596,303676,183,268
11596,44125,165,268
11596,50686,198,268
11596,51576,200,268
11596,9003147,198,268
11596,9003894,156,268
11596,9010066,162,268
11596,9010884,181,268
11596,9020097,196,268
11596,9022120,152,268
11596,9024259,181,268
11597,11596,156,347
11597,11602,156,347
11597,131140,166,347
11597,132959,182,347
11597,134360,152,347
11597,135073,177,347
11597,302571,170,347
11597,303676,164,347
11597,304054,197,347
11597,304992,164,347
11597,49639,163,347
11597,50686,182,347
11597,9004106,187,347
11597,9009285,199,347
11597,9011994,199,347
11597,9016537,159,347
11597,9018071,151,347
11597,9024831,185,347
11599,134872,182,223
11599,140785,182,223
11599,301349,180,223
11599,303991,189,223
11599,305420,195,223
11599,37451,188,223
11599,43837,175,223
11599,9002469,179,223
11599,9015093,174,223
11599,9016459,152,223
11599,9016706,152,223
11600,134980,176,6
11600,206068,152,6
11600,206082,192,6
11600,301673,177,6
11600,304019,196,6
11600,304020,174,6
11600,305501,163,6
11600,306249,165,6
11600,51590,186,6
11600,9000552,174,6
11600,9002988,196,6
11600,9025986,162,6
11601,133978,173,2
11601,134245,200,2
11601,134923,157,2
11601,300787,180,2
11601,301206,154,2
11601,304002,157,2
11601,305765,173,2
11601,43436,187,2
11601,50668,159,2
11601,51106,186,2
11601,53003,173,2
11601,53382,166,2
11601,9000552,162,2
11601,9007817,174,2
11601,9025986,197,2
11601,9026297,174,2
11602,101732,195,4
11602,11597,156,4
11602,134317,156,4
11602,134453,170,4
11602,206022,182,4
11602,301366,166,4
11602,301388,191,4
11602,301393,160,4
11602,303677,193,4
11602,303847,169,4
11602,304993,192,4
11602,403555,158,4
11602,41933,182,4
11602,9010066,199,4
11602,9011366,194,4
11602,9015518,179,4
11602,9015948,177,4
11602,9022868,165,4
11602,9028157,197,4
11603,101666,195,6
11603,101731,177,6
11603,11585,183,6
11603,134418,184,6
11603,134909,174,6
11603,206078,187,6
11603,301238,192,6
11603,302571,161,6
11603,304744,160,6
11603,304986,160,6
11603,304993,172,6
11603,44126,150,6
11603,49884,166,6
11603,9011897,163,6
11603,9015518,164,6
11603,9015948,152,6
11603,9022094,191,6
11606,134857,169,7
11606,301348,150,7
11606,301884,172,7
11608,134857,156,178
11608,300620,200,178
11608,301348,163,178
11608,301884,158,178
11608,304363,170,178
11608,304980,194,178
11608,9022867,183,178
11678,303732,174,2
130004,101732,156,43
130004,134418,177,43
130004,134733,170,43
130004,135073,165,43
130004,135237,181,43
130004,301238,177,43
130004,303237,199,43
130004,304064,194,43
130004,304369,174,43
130004,304986,196,43
130004,304992,198,43
130004,42988,193,43
130004,9003147,154,43
130004,9004377,152,43
130004,9016537,155,43
130004,9016736,167,43
130004,9018071,191,43
130004,9020134,156,43
130004,9024259,192,43
130004,9025987,152,43
130004,9026144,193,43
130005,101521,187,114
130005,101805,198,114
130005,133371,154,114
130005,137452,176,114
130005,137823,198,114
130005,301890,169,114
130005,303625,198,114
130005,303719,197,114
130005,303999,173,114
130005,305273,182,114
130005,37568,199,114
130005,9003040,196,114
130005,9010344,181,114
130005,9012380,188,114
130005,9023880,155,114
130154,50649,185,106
130154,9023917,167,106
130438,300538,157,138
130438,48699,176,138
130439,133216,157,100
130439,138060,164,100
130439,139391,154,100
130439,142130,150,100
130439,301523,154,100
130439,301899,150,100
130439,302029,193,100
130439,303920,172,100
130439,304043,157,100
130439,38812,196,100
130439,403555,180,100
130439,9003894,168,100
130439,9008724,167,100
130439,9009285,192,100
130439,9010884,176,100
130439,9011371,169,100
130439,9011994,190,100
130439,9018521,184,100
130439,9018952,188,100
130439,9025955,193,100
130439,9026970,161,100
131140,101666,191,2
131140,11596,191,2
131140,11597,166,2
131140,134317,191,2
131140,301393,190,2
131140,303852,187,2
131140,304056,200,2
131140,304064,176,2
131140,304369,155,2
131140,9002468,154,2
131140,9004377,169,2
131140,9009285,197,2
131140,9011371,198,2
131140,9016777,168,2
131140,9020134,150,2
131140,9022094,188,2
131140,9025955,177,2
131140,9026375,165,2
131140,9026417,180,2
131246,132199,187,16
131819,9022111,181,167
132314,101373,178,2
132314,101394,179,2
132314,101521,178,2
132314,137452,176,2
132314,301353,164,2
132314,404315,160,2
132314,49993,176,2
132314,9003040,186,2
132314,9009845,151,2
132314,9021295,200,2
132314,9021525,152,2
132314,9023838,152,2
134039,101818,161,12
134039,304065,197,12
134039,49916,188,12
134039,50901,171,12
134245,101351,174,8
134245,11601,200,8
134245,134449,181,8
134245,134872,181,8
134245,140785,188,8
134245,301205,172,8
134245,301349,174,8
134245,303710,174,8
134245,303993,173,8
134245,304364,190,8
134245,304982,172,8
134245,50671,179,8
134245,53382,177,8
134245,9017597,196,8
134245,9026315,194,8
134303,101370,155,2
134303,134841,199,2
134303,141170,170,2
134303,304365,154,2
134303,41982,155,2
134303,9006988,158,2
134303,9019257,169,2
134303,9020994,193,2
134303,9023347,164,2
134317,11602,156,8
134317,131140,191,8
134317,135213,198,8
134317,139391,165,8
134317,302571,169,8
134317,303715,174,8
134317,304059,179,8
134317,304368,180,8
134317,304992,167,8
134317,304993,193,8
134317,49630,165,8
134317,50226,191,8
134317,50686,181,8
134317,9008724,152,8
134317,9009285,179,8
134317,9010066,150,8
134317,9015518,187,8
134317,9022868,156,8
134317,9024097,187,8
134329,133216,187,2
134329,134906,188,2
134329,302217,180,2
134329,303714,150,2
134329,304022,168,2
134329,304026,158,2
134329,304038,192,2
134329,43440,156,2
134329,48875,196,2
134329,51718,178,2
134329,9004237,179,2
134329,9004388,151,2
134329,9024274,170,2
134329,9026191,180,2
134329,9026773,168,2
134329,9026970,182,2
134360,11597,152,2
134360,134418,196,2
134360,135073,194,2
134360,301238,198,2
134360,303237,173,2
134360,303852,178,2
134360,304056,157,2
134360,304064,158,2
134360,304993,177,2
134360,305394,150,2
134360,42988,194,2
134360,9003147,191,2
134360,9004377,179,2
134360,9015518,165,2
134360,9016537,187,2
134360,9016736,165,2
134360,9016777,172,2
134360,9024259,173,2
134360,9025987,190,2
134360,9026144,169,2
134386,132959,188,2
134386,303676,188,2
134386,304032,156,2
134386,304046,177,2
134386,404802,164,2
134386,9003148,159,2
134386,9003380,200,2
134386,9014605,175,2
134386,9017201,164,2
134386,9024831,199,2
134386,9028229,171,2
134418,10000022,192,2
134418,101666,150,2
134418,11585,181,2
134418,11603,184,2
134418,130004,177,2
134418,134360,196,2
134418,134453,153,2
134418,301366,154,2
134418,303677,194,2
134418,304056,161,2
134418,304744,164,2
134418,44126,157,2
134418,9002262,167,2
134418,9011897,178,2
134418,9015948,152,2
134418,9025987,160,2
134418,9026417,174,2
134449,101741,163,183
134449,11579,192,183
134449,134245,181,183
134449,134980,160,183
134449,140785,197,183
134449,206082,189,183
134449,301716,192,183
134449,303723,198,183
134449,304002,190,183
134449,304009,164,183
134449,304370,194,183
134449,304562,169,183
134449,305420,175,183
134449,305720,191,183
134449,305765,171,183
134449,306249,164,183
134449,43436,186,183
134449,50672,190,183
134449,51106,156,183
134449,9013786,197,183
134449,9015396,177,183
134453,101732,197,4
134453,11602,170,4
134453,134418,153,4
134453,301238,150,4
134453,302571,152,4
134453,304062,161,4
134453,304986,188,4
134453,41933,160,4
134453,42988,190,4
134453,44125,198,4
134453,50686,150,4
134453,9002262,160,4
134453,9011366,154,4
134453,9016736,169,4
134453,9020097,188,4
134453,9020134,192,4
134453,9022295,183,4
134453,9026417,163,4
134453,9028157,198,4
134454,101521,162,2
134454,134990,172,2
134454,302517,180,2
134454,50151,156,2
134454,9004237,182,2
134454,9015484,166,2
134454,9019968,184,2
134454,9021706,171,2
134454,9022769,173,2
134454,9023328,171,2
134454,9023838,188,2
134454,9026553,160,2
134454,9027341,179,2
134454,9027546,162,2
134462,300538,163,4
134462,48699,182,4
134547,134872,182,2
134547,301349,186,2
134547,301882,199,2
134547,303991,163,2
134547,304002,168,2
134547,37451,158,2
134547,53003,175,2
134547,9015168,165,2
134547,9016459,199,2
134547,9016864,165,2
134554,101385,200,2
134554,134980,192,2
134554,301673,170,2
134554,301716,163,2
134554,303713,198,2
134554,304019,190,2
134554,304020,175,2
134554,305501,179,2
134554,306249,180,2
134554,51590,192,2
134554,9000552,184,2
134554,9002988,183,2
134554,9014989,193,2
134554,9024212,195,2
134554,9025986,170,2
134565,11596,154,2
134565,301523,173,2
134565,303400,155,2
134565,303714,173,2
134565,303715,171,2
134565,304043,193,2
134565,304990,162,2
134565,304992,171,2
134565,304994,177,2
134565,51575,194,2
134565,9002468,188,2
134565,9012345,162,2
134565,9024831,189,2
134565,9026375,167,2
134565,9026970,164,2
134574,101664,183,2
134574,11572,163,2
134574,11575,184,2
134574,199023,196,2
134574,302517,175,2
134574,303721,192,2
134574,304028,197,2
134574,304991,168,2
134574,50017,180,2
134574,9008249,183,2
134574,9020794,160,2
134574,9023124,197,2
134574,9024242,195,2
134588,304021,160,23
134588,9004380,184,23
134588,9011024,188,23
134588,9020110,173,23
134637,9000320,177,2
134637,9014172,183,2
134637,9023483,168,2
134680,304991,186,2
134680,9013096,170,2
134680,9021525,191,2
134680,9022424,154,2
134680,9022640,153,2
134680,9023838,182,2
134680,9023880,167,2
134680,9024389,167,2
134733,10000022,169,2
134733,130004,170,2
134733,301366,195,2
134733,302571,158,2
134733,403081,153,2
134733,404546,179,2
134733,44085,169,2
134733,51576,162,2
134733,9016736,197,2
134733,9024259,191,2
134754,141482,195,2
134754,301361,193,2
134754,303715,169,2
134754,304043,153,2
134754,9002487,189,2
134754,9004030,186,2
134754,9008690,197,2
134754,9021535,200,2
134754,9022747,186,2
134754,9023356,199,2
134754,9025985,198,2
134822,101385,163,12
134822,101386,183,12
134822,11571,196,12
134822,11594,196,12
134822,135009,183,12
134822,303121,189,12
134822,303625,174,12
134822,303652,195,12
134822,304005,183,12
134822,304019,158,12
134822,304991,197,12
134822,305720,181,12
134822,405026,170,12
134822,41660,150,12
134822,43439,171,12
134822,49993,158,12
134822,9022109,150,12
134836,11581,186,12
134836,135084,196,12
134836,135122,197,12
134836,300404,168,12
134836,303989,176,12
134836,9013019,190,12
134836,9016839,191,12
134836,9024393,184,12
134836,9026345,197,12
134853,301998,177,80
134853,42438,190,80
134857,101351,197,6
134857,11606,169,6
134857,11608,156,6
134857,301882,189,6
134857,303993,182,6
134857,49535,170,6
134857,9002469,171,6
134857,9015093,160,6
134857,9016864,176,6
134872,101351,168,12
134872,11599,182,12
134872,134245,181,12
134872,134547,182,12
134872,303995,172,12
134872,304002,150,12
134872,304363,195,12
134872,304371,194,12
134872,305420,200,12
134872,43436,160,12
134872,53382,160,12
134872,9015093,184,12
134872,9018845,193,12
134872,9020126,181,12
134872,9022867,174,12
134887,132152,184,61
134887,303582,188,61
134887,304799,166,61
134887,9019979,173,61
134895,9002497,176,14
134901,101394,176,2
134901,137452,200,2
134901,304005,186,2
134901,405026,178,2
134901,9010344,185,2
134901,9013096,200,2
134901,9021295,183,2
134906,101521,150,2
134906,134329,188,2
134906,199023,171,2
134906,301361,200,2
134906,301895,184,2
134906,303721,187,2
134906,304026,198,2
134906,304028,175,2
134906,47315,192,2
134906,50151,184,2
134906,9002487,199,2
134906,9004237,185,2
134906,9008249,192,2
134906,9011369,184,2
134906,9021706,198,2
134906,9024242,159,2
134906,9026146,174,2
134906,9026553,180,2
134906,9027341,194,2
134909,10000022,175,2
134909,11603,174,2
134909,301414,182,2
134909,303677,177,2
134909,304062,193,2
134909,41933,150,2
134909,44085,153,2
134909,49884,194,2
134909,9011366,152,2
134909,9015518,153,2
134909,9026417,167,2
134923,11601,157,2
134923,134980,168,2
134923,301349,190,2
134923,301401,181,2
134923,301716,187,2
134923,302683,199,2
134923,305501,195,2
134923,306249,179,2
134923,43436,194,2
134923,9000552,180,2
134923,9015168,174,2
134923,9016459,164,2
134923,9017597,175,2
134969,304995,194,2
134980,11600,176,2
134980,133978,171,2
134980,134449,160,2
134980,134554,192,2
134980,134923,168,2
134980,134941,161,2
134980,301206,200,2
134980,301658,150,2
134980,303710,151,2
134980,305420,150,2
134980,305765,152,2
134980,50668,154,2
134980,50669,184,2
134980,53382,197,2
134980,9015168,197,2
134980,9016459,164,2
134980,9022245,196,2
134985,303820,198,2
134985,305424,188,2
134985,9002264,152,2
134990,11573,158,6
134990,134454,172,6
134990,302517,170,6
134990,303721,186,6
134990,404057,195,6
134990,9004030,183,6
134990,9004388,153,6
134990,9013197,176,6
134990,9015722,182,6
134990,9023930,189,6
134997,141390,169,4
134997,205796,151,4
135009,11575,191,2
135009,134822,183,2
135009,301356,168,2
135009,301382,164,2
135009,301830,181,2
135009,302643,174,2
135009,303652,172,2
135009,404802,197,2
135009,41660,163,2
135009,43050,188,2
135009,44101,182,2
135009,47755,151,2
135009,51590,192,2
135009,9003380,153,2
135009,9004443,158,2
135009,9012940,178,2
135009,9014989,173,2
135011,101370,187,2
135011,135045,180,2
135011,135143,181,2
135011,301529,192,2
135011,301885,168,2
135011,302516,171,2
135011,302591,182,2
135011,306014,163,2
135011,41982,180,2
135011,42987,158,2
135011,9002498,178,2
135011,9010976,185,2
135011,9016785,155,2
135011,9021374,187,2
135011,9022771,166,2
135011,9026103,161,2
135031,141390,164,2
135040,131376,158,8
135040,304047,197,8
135040,304060,197,8
135040,304435,175,8
135040,304996,173,8
135040,36267,168,8
135040,38758,170,8
135040,42908,185,8
135040,9002461,164,8
135045,101373,151,4
135045,101636,159,4
135045,135011,180,4
135045,137452,173,4
135045,141170,177,4
135045,142446,151,4
135045,301553,189,4
135045,302591,166,4
135045,303719,198,4
135045,404315,159,4
135045,50682,171,4
135045,9002052,199,4
135045,9003040,151,4
135045,9012380,192,4
135045,9016708,189,4
135045,9023879,179,4
135045,9023880,176,4
135073,11590,198,2
135073,11597,177,2
135073,130004,165,2
135073,134360,194,2
135073,304054,175,2
135073,304062,189,2
135073,42988,156,2
135073,51576,197,2
135073,9003147,153,2
135073,9004106,188,2
135073,9016736,158,2
135073,9022295,154,2
135084,101370,197,2
135084,102174,178,2
135084,134836,196,2
135084,138801,161,2
135084,303989,170,2
135084,41982,196,2
135084,9002654,198,2
135084,9004163,165,2
135084,9021309,175,2
135084,9021374,187,2
135084,9022122,175,2
135084,9024000,163,2
135084,9026345,173,2
135084,9026551,179,2
135122,134836,197,2
135143,101370,182,2
135143,101636,179,2
135143,135011,181,2
135143,142445,161,2
135143,301344,166,2
135143,303077,180,2
135143,305884,195,2
135143,41982,171,2
135143,47311,151,2
135143,9001289,159,2
135143,9013019,153,2
135143,9016669,186,2
135143,9024393,195,2
135190,137824,191,2
135190,301896,189,2
135190,43440,191,2
135190,9008690,154,2
135190,9022243,176,2
135190,9024221,157,2
135190,9024274,166,2
135209,135336,176,6
135213,101579,162,2
135213,130989,200,2
135213,131376,181,2
135213,134317,198,2
135213,198327,156,2
135213,206022,192,2
135213,301393,192,2
135213,303847,200,2
135213,304060,158,2
135213,304368,177,2
135213,304996,171,2
135213,42908,168,2
135213,47316,184,2
135213,50226,170,2
135213,9018952,159,2
135213,9026480,167,2
135231,101805,180,2
135231,11593,179,2
135231,303625,163,2
135231,304009,182,2
135231,304987,197,2
135231,49991,192,2
135231,50671,164,2
135231,51501,166,2
135231,51746,153,2
135231,9002458,155,2
135231,9008787,158,2
135231,9024203,197,2
135231,9026297,160,2
135237,101731,164,17
135237,130004,181,17
135237,132959,150,17
135237,300839,184,17
135237,301238,191,17
135237,301366,156,17
135237,301388,156,17
135237,303676,155,17
135237,304046,175,17
135237,51576,197,17
135237,9003148,191,17
135241,9007002,191,71
135241,9011825,169,71
135253,138060,157,14
135253,301856,171,14
135253,302029,171,14
135253,302517,179,14
135253,304038,152,14
135253,304990,170,14
135253,43050,172,14
135253,9004030,197,14
135253,9008249,155,14
135253,9015484,170,14
135253,9019968,153,14
135253,9023328,156,14
135253,9026773,197,14
135253,9027823,153,14
135253,9028229,187,14
135274,137479,166,14
135274,300394,168,14
135274,300839,184,14
135274,301403,177,14
135274,301645,167,14
135274,304033,176,14
135306,101805,165,2
135306,11594,157,2
135306,206081,150,2
135306,300787,190,2
135306,301206,190,2
135306,303077,200,2
135306,303625,185,2
135306,305720,163,2
135306,34603,158,2
135306,37568,184,2
135306,49989,195,2
135306,49990,198,2
135306,49991,164,2
135306,9007817,174,2
135306,9016669,166,2
135306,9017058,172,2
135330,101406,198,2
135330,101413,198,2
135330,101637,155,2
135330,301856,171,2
135330,43050,174,2
135330,50488,190,2
135330,51718,156,2
135330,9010789,170,2
135330,9014185,197,2
135330,9017201,170,2
135330,9018291,159,2
135330,9022120,172,2
135330,9024831,196,2
135330,9025985,189,2
135330,9026191,153,2
135330,9026970,180,2
135330,9027823,173,2
135330,9027890,170,2
135336,135209,176,30
135336,300620,164,30
135336,301348,200,30
135336,303560,186,30
135336,304980,185,30
135390,11593,178,2
135390,11594,190,2
135390,132205,151,2
135390,141170,194,2
135390,206081,156,2
135390,301885,187,2
135390,302516,157,2
135390,303625,190,2
135390,304005,154,2
135390,305430,171,2
135390,306014,170,2
135390,36210,179,2
135390,405026,168,2
135390,42987,193,2
135390,9002498,186,2
135390,9010344,162,2
135390,9012344,173,2
135390,9014118,191,2
135390,9014611,175,2
135390,9023880,189,2
135390,9023884,182,2
135634,50677,166,6
136194,303986,160,2
136703,137057,191,8
136703,306383,184,8
136703,9007910,158,8
136703,9012994,156,8
136703,9015181,192,8
136703,9020107,162,8
137452,101805,198,1
137452,130005,176,1
137452,132314,176,1
137452,134901,200,1
137452,135045,173,1
137452,137270,192,1
137452,140407,188,1
137452,303077,154,1
137452,304005,182,1
137452,304987,199,1
137452,305273,184,1
137452,36210,156,1
137452,405026,191,1
137452,49989,191,1
137452,49991,183,1
137452,9016785,170,1
137452,9017058,156,1
137452,9022771,165,1
137823,101394,157,2
137823,101521,195,2
137823,130005,198,2
137823,301893,157,2
137823,304003,172,2
137823,305430,157,2
137823,405129,166,2
137823,9010185,196,2
137823,9010344,180,2
137823,9018584,152,2
137823,9022576,175,2
137823,9023124,165,2
137823,9023487,191,2
137823,9023884,165,2
137823,9024389,189,2
138060,101418,192,1
138060,130439,164,1
138060,135253,157,1
138060,142130,183,1
138060,403555,189,1
138060,404784,195,1
138060,49119,162,1
138060,52007,194,1
138060,9013748,157,1
138060,9017201,198,1
138060,9028229,154,1
139083,303932,184,12
139083,43776,172,12
139083,47311,191,12
139083,9016669,195,12
139083,9016839,193,12
139083,9022122,177,12
139083,9026551,160,12
139083,9026991,186,12
140380,9017378,168,5
140407,101373,194,48
140407,137452,188,48
140407,142445,176,48
140407,302591,157,48
140407,304366,164,48
140407,9003040,165,48
140407,9010344,172,48
140407,9011518,196,48
140407,9012380,200,48
140407,9023879,176,48
140433,303476,157,4
140433,304621,167,4
140433,306283,157,4
140433,306321,159,4
140433,9013372,173,4
140609,37789,151,8
140609,9016657,151,8
140934,141007,160,9
140934,304983,163,9
140934,9001037,156,9
140934,9020107,161,9
140966,141007,194,12
140966,304077,151,12
140966,9020107,171,12
141007,140934,160,90
141007,140966,194,90
141007,304983,179,90
141007,43428,180,90
141007,9001037,192,90
141007,9007910,191,90
142063,303685,200,18
142063,304059,165,18
142063,304993,197,18
142063,404646,191,18
142063,9022094,166,18
142229,9007148,194,24
142229,9009964,166,24
142229,9012342,162,24
142229,9022210,152,24
153360,9007910,150,1
198327,131376,161,39
198327,135213,156,39
198327,302923,162,39
198327,303920,170,39
198327,304047,153,39
198327,304060,177,39
198327,9008690,196,39
198327,9022243,174,39
198327,9026833,161,39
199023,101394,186,51
199023,134574,196,51
199023,134663,150,51
199023,134906,171,51
199023,301088,172,51
199023,301896,188,51
199023,302217,193,51
199023,9004237,151,51
199023,9004388,152,51
199023,9009803,164,51
199023,9013197,174,51
199023,9015991,167,51
199023,9017039,163,51
