SITE_ID,COUNTS
9020498,130
9020856,130
9021189,130
9023364,130
9026281,130
9026627,130
9026971,130
101669,129
101927,129
12042,129
130025,129
130872,129
136211,129
202349,129
205993,129
301018,129
302081,129
302375,129
302410,129
302572,129
303483,129
304682,129
400524,129
400795,129
400870,129
400957,129
401770,129
401788,129
4245,129
51552,129
55618,129
9008403,129
9026149,129
9675,129
10006348,128
100249,128
100888,128
12541,128
12768,128
130126,128
130851,128
131352,128
13445,128
135419,128
140362,128
14853,128
153185,128
202056,128
204040,128
204563,128
204841,128
205256,128
22225,128
250279,128
302263,128
306369,128
400873,128
403393,128
43428,128
45235,128
49020,128
502421,128
50629,128
53733,128
54070,128
55722,128
570420,128
601266,128
7644,128
9007744,128
9010478,128
9014483,128
9017378,128
9017808,128
9018075,128
9018705,128
9019117,128
9019373,128
9020478,128
9021144,128
9021937,128
9022996,128
9026686,128
9028269,128
11018,127
201209,127
201358,127
202780,127
203218,127
204579,127
204930,127
205885,127
301248,127
301686,127
302152,127
402091,127
41628,127
502098,127
502200,127
5078,127
50950,127
54202,127
54550,127
601478,127
9001327,127
9002194,127
9011432,127
9027696,127
10000544,126
10005693,126
130178,126
130940,126
131125,126
131586,126
201194,126
202107,126
203733,126
205634,126
206012,126
22932,126
25960,126
26235,126
26637,126
301876,126
303402,126
303777,126
3326,126
35991,126
38960,126
401117,126
501138,126
50537,126
50716,126
51034,126
51554,126
51713,126
51741,126
51776,126
53540,126
53812,126
54201,126
600776,126
601177,126
602326,126
602557,126
6909,126
9007556,126
9011995,126
9013005,126
9013217,126
9015378,126
9017638,126
9018133,126
9018589,126
9018661,126
9018752,126
9018961,126
9019036,126
9019063,126
9019196,126
9019197,126
9019218,126
9019222,126
9019230,126
9020840,126
9021115,126
9022129,126
9022602,126
9023460,126
9026277,126
9028161,126
9028433,126
101822,125
130137,125
151231,125
201147,125
201514,125
201574,125
204696,125
301092,125
302333,125
3756,125
43270,125
53828,125
9014346,125
10000235,124
10005296,124
10005594,124
10006351,124
10012808,124
101754,124
10724,124
12377,124
12606,124
130376,124
130378,124
130538,124
130970,124
132224,124
133524,124
134486,124
202143,124
202360,124
204887,124
205061,124
23230,124
26271,124
300262,124
300638,124
300660,124
301312,124
301942,124
302323,124
303047,124
303635,124
36257,124
401031,124
401349,124
401646,124
401723,124
402124,124
40589,124
42097,124
500969,124
501884,124
502019,124
502039,124
50775,124
50971,124
55313,124
55453,124
570412,124
570440,124
5834,124
8533,124
9000467,124
9001318,124
9002262,124
9002675,124
9003731,124
9003824,124
9007000,124
9007554,124
9007793,124
9010293,124
9010358,124
9013411,124
9017974,124
9018152,124
9018276,124
9018623,124
9018771,124
9018823,124
9018843,124
9018887,124
9019038,124
9019039,124
9019062,124
9019366,124
9019582,124
9020100,124
9020495,124
9020546,124
9021188,124
9021574,124
9023616,124
9026398,124
9027469,124
9027804,124
10046,123
101709,123
101964,123
15955,123
18427,123
202499,123
206132,123
22129,123
300932,123
301301,123
304188,123
305121,123
35653,123
400390,123
401895,123
404992,123
50518,123
50622,123
51728,123
53811,123
55638,123
5860,123
7462,123
7648,123
7658,123
7659,123
9002564,123
9002670,123
9011224,123
10000226,122
10003176,122
101676,122
130007,122
131194,122
200935,122
201161,122
202341,122
204598,122
204622,122
205974,122
26265,122
302626,122
303436,122
303491,122
303647,122
304388,122
35075,122
37919,122
402071,122
402092,122
4378,122
50520,122
51035,122
51803,122
5202,122
54225,122
55296,122
600861,122
601438,122
6477,122
9008753,122
9010415,122
9016262,122
9018194,122
9018197,122
9018494,122
9018637,122
9022147,122
9022500,122
9022850,122
9022861,122
9023528,122
9026886,122
11542,121
11897,121
130104,121
130600,121
198347,121
204380,121
204585,121
204620,121
204923,121
23208,121
303302,121
39219,121
401366,121
41886,121
502264,121
50997,121
51023,121
6054,121
9000870,121
9010697,121
9681,121
10000234,120
10007190,120
10007452,120
10008314,120
100406,120
101057,120
101827,120
130603,120
130891,120
135026,120
13962,120
201233,120
204101,120
27107,120
29537,120
301036,120
301611,120
301934,120
302426,120
303422,120
401907,120
500959,120
5015,120
50516,120
53759,120
570460,120
601156,120
601339,120
9001504,120
9002678,120
9003989,120
9007471,120
9008182,120
9010779,120
9010913,120
9017454,120
9017609,120
9018131,120
9018225,120
9018496,120
9018662,120
9019406,120
9019413,120
9019414,120
9020497,120
9020692,120
9021055,120
9021776,120
9022049,120
9022152,120
9022810,120
9023159,120
9023298,120
9026738,120
9026747,120
9026778,120
9027939,120
9812,120
9895,120
101228,119
131839,119
132508,119
133753,119
201090,119
201133,119
201226,119
202145,119
204275,119
205531,119
22683,119
36230,119
37041,119
401930,119
500948,119
501957,119
50615,119
51765,119
54226,119
570406,119
600949,119
9000993,119
9001330,119
9002068,119
9617,119
10000520,118
10007860,118
10008308,118
100182,118
101191,118
101456,118
12268,118
131169,118
131311,118
133841,118
134255,118
13675,118
15755,118
198028,118
