site,nei_site,distance
304434,9027615,126
304434,9028229,186
304435,135040,175
304435,301482,108
304435,304047,140
304435,36267,188
304435,38758,191
304435,49655,112
304435,50644,180
304435,9021941,187
304435,9027119,120
304444,304098,157
304444,9009798,197
304562,101741,142
304562,101805,125
304562,11593,194
304562,11594,72
304562,134449,169
304562,135231,79
304562,135306,143
304562,140785,192
304562,206082,165
304562,300787,89
304562,301206,118
304562,303625,90
304562,303710,183
304562,303711,175
304562,303723,44
304562,304005,165
304562,304009,139
304562,304364,184
304562,304370,51
304562,304987,179
304562,305720,29
304562,34603,47
304562,37568,182
304562,405026,168
304562,49115,25
304562,49991,143
304562,50672,29
304562,51501,182
304562,51590,191
304562,51746,113
304562,9002053,79
304562,9007817,99
304562,9008787,127
304562,9012344,105
304562,9013786,72
304562,9014118,120
304562,9014611,79
304562,9017674,164
304562,9024203,122
304563,302981,49
304563,304008,160
304563,305043,195
304563,53851,104
304563,9004392,191
304563,9007332,170
304563,9010944,98
304563,9022611,160
304563,9024161,174
304563,9028468,157
304567,132157,135
304567,301730,164
304567,304568,157
304567,9002003,49
304567,9027168,56
304568,101280,185
304568,300457,183
304568,301730,80
304568,304567,157
304568,9002003,115
304568,9027168,107
304568,9027790,148
304594,304042,166
304594,304974,145
304594,46463,132
304594,48699,186
304594,48702,150
304594,9003153,156
304594,9021228,194
304621,101830,128
304621,134040,177
304621,140433,167
304621,142260,131
304621,301244,182
304621,301603,85
304621,304087,198
304621,304978,198
304621,306283,110
304621,306318,159
304621,306321,147
304621,306358,108
304621,50201,171
304621,9013372,146
304648,9026541,157
304744,10000022,54
304744,11585,24
304744,11603,160
304744,134418,164
304744,301238,178
304744,303237,113
304744,303677,178
304744,304062,95
304744,304064,198
304744,304986,89
304744,305394,119
304744,42988,70
304744,44126,11
304744,49884,47
304744,9011366,190
304744,9011897,14
304744,9016736,76
304744,9020134,182
304744,9026144,102
304744,9026417,118
304749,101798,157
304749,133491,22
304749,303099,172
304749,304961,189
304749,55715,178
304749,570397,171
304749,9003236,139
304749,9012657,153
304749,9025914,59
304749,9027769,146
304799,134887,166
304799,136807,103
304799,303582,181
304799,50653,173
304799,9019979,103
304799,9024049,83
304956,137161,157
304956,303833,58
304956,303979,158
304956,9014029,151
304956,9021027,30
304961,101818,131
304961,133491,188
304961,136588,85
304961,300988,170
304961,304065,156
304961,304067,196
304961,304749,189
304961,35557,188
304961,49916,163
304961,50901,158
304961,55715,64
304961,9003236,113
304961,9004503,91
304961,9025914,137
304961,9027769,98
304962,134039,111
304962,134985,86
304962,301438,78
304962,305424,180
304962,41667,95
304962,47542,71
304962,49649,155
304962,51577,150
304962,9002457,149
304962,9007837,176
304962,9023368,163
304963,302546,94
304965,302652,0
304965,305197,115
304965,9010611,20
304971,301839,32
304971,303879,159
304971,9016463,147
304973,142229,107
304973,400391,173
304973,47083,100
304973,9004227,95
304973,9012342,176
304974,139859,196
304974,304594,145
304974,34490,72
304974,9003153,23
304978,101830,170
304978,304621,198
304978,47083,144
304979,204870,167
304979,304981,188
304979,47893,197
304979,9027026,103
304980,11569,143
304980,11606,111
304980,11608,194
304980,11609,164
304980,134857,128
304980,135189,83
304980,135336,185
304980,301348,94
304980,303560,115
304980,304363,161
304980,49535,170
304980,9011095,194
304980,9022867,182
304981,304979,188
304981,9007910,176
304981,9020107,165
304982,11601,29
304982,133978,164
304982,134245,172
304982,134449,108
304982,134923,144
304982,134980,94
304982,300787,188
304982,301206,158
304982,301658,136
304982,301716,130
304982,303710,94
304982,304002,128
304982,304364,92
304982,305420,81
304982,305501,98
304982,305765,200
304982,306249,104
304982,43436,158
304982,50668,152
304982,50671,73
304982,51106,160
304982,51501,112
304982,53003,145
304982,53382,144
304982,9000552,181
304982,9007817,177
304982,9015168,104
304982,9015396,172
304982,9015971,124
304982,9016459,70
304982,9017597,37
304982,9026297,153
304983,130154,117
304983,140934,163
304983,141007,179
304983,306383,142
304983,9001037,21
304983,9012994,174
304983,9015181,170
304983,9015254,127
304983,9023917,64
304984,102172,128
304984,135274,147
304984,137479,23
304984,300839,122
304984,301403,70
304984,301901,120
304984,302012,45
304984,303799,149
304984,304054,198
304984,306142,50
304984,404854,60
304984,9004106,197
304984,9004354,56
304984,9016767,143
304984,9016811,55
304984,9017250,66
304984,9021034,167
304986,10000022,123
304986,11585,105
304986,11603,160
304986,130004,196
304986,134418,76
304986,134453,188
304986,135073,140
304986,301238,89
304986,301366,184
304986,303237,165
304986,303677,175
304986,304062,101
304986,304744,89
304986,305394,54
304986,42988,22
304986,44126,82
304986,49884,134
304986,9011366,197
304986,9011897,103
304986,9015948,194
304986,9016537,154
304986,9016736,48
304986,9026144,152
304986,9026417,132
304987,101741,198
304987,101805,96
304987,11591,166
304987,11593,79
304987,11594,135
304987,132205,128
304987,135231,197
304987,135306,128
304987,135390,106
304987,137270,125
304987,137452,199
304987,206081,96
304987,301885,193
304987,301890,146
304987,302591,176
304987,303077,82
304987,303625,151
304987,303719,153
304987,303723,136
304987,303999,100
304987,304005,162
304987,304370,134
304987,304562,179
304987,305720,179
304987,305884,152
304987,37568,71
304987,405026,176
304987,49115,198
304987,49989,96
304987,49990,70
304987,49991,78
304987,50672,150
304987,50680,172
304987,51746,73
304987,9002458,168
304987,9008787,54
304987,9011518,138
304987,9012344,78
304987,9012380,166
304987,9013786,127
304987,9014118,87
304987,9014611,108
304987,9017058,44
304987,9021295,141
304987,9023879,161
304990,101418,159
304990,134565,162
304990,135253,170
304990,135330,91
304990,138060,44
304990,141482,167
304990,300467,170
304990,301240,175
304990,301383,63
304990,301856,81
304990,301898,92
304990,302029,14
304990,303714,168
304990,303726,191
304990,303846,106
304990,304032,184
304990,304038,161
304990,304043,166
304990,404784,150
304990,48875,94
304990,49119,145
304990,51575,58
304990,51718,121
304990,52007,155
304990,53115,110
304990,9007285,100
304990,9010789,182
304990,9010884,65
304990,9013748,112
304990,9017201,177
304990,9022120,102
304990,9022766,131
304990,9024831,190
304990,9025985,98
304990,9026191,98
304990,9026970,100
304990,9027823,82
304990,9028229,116
304991,101386,95
304991,101521,125
304991,11575,105
304991,132242,153
304991,134574,168
304991,134680,186
304991,134822,197
304991,142163,131
304991,301356,179
304991,301357,158
304991,301893,177
304991,302217,193
304991,303121,150
304991,303712,145
304991,304434,166
304991,43051,189
304991,43439,152
304991,47755,108
304991,49993,121
304991,50678,137
304991,51622,170
304991,9008249,152
304991,9009373,142
304991,9013096,147
304991,9015484,188
304991,9019968,192
304991,9022424,121
304991,9022640,146
304991,9022769,108
304992,101731,126
304992,11590,190
304992,11596,57
304992,11597,164
304992,11602,70
304992,130004,198
304992,131140,146
304992,134317,167
304992,134565,171
304992,139391,84
304992,206022,176
304992,301240,157
304992,301388,152
304992,301393,175
304992,301523,192
304992,302571,125
304992,303847,166
304992,403555,88
304992,49639,79
304992,50686,150
304992,51576,170
304992,9002468,94
304992,9003894,119
304992,9004377,122
304992,9008724,71
304992,9009285,52
304992,9010066,150
304992,9011371,86
304992,9011994,70
304992,9012345,182
304992,9022120,191
304992,9022868,108
304992,9024259,124
304992,9024831,171
304992,9025955,50
304992,9026375,83
304992,9027537,181
304992,9028157,165
304993,101579,198
304993,101732,84
304993,11590,177
304993,11602,192
304993,11603,172
304993,131140,141
304993,134317,193
304993,134360,177
304993,134733,89
304993,134909,146
304993,142063,197
304993,206078,186
304993,301393,184
304993,301414,178
304993,301910,137
304993,302473,183
304993,302571,146
304993,303237,200
304993,303677,160
304993,303685,150
304993,303852,103
304993,304064,115
304993,304368,136
304993,304369,108
304993,403081,106
304993,41933,115
304993,44085,108
304993,47316,161
304993,50226,150
304993,50686,127
304993,51576,192
304993,9011366,134
304993,9015518,14
304993,9016777,72
304993,9020134,127
304993,9022094,49
304993,9024259,140
304993,9026417,200
304994,130439,136
304994,134317,135
304994,134565,177
304994,139391,170
304994,206022,92
304994,301240,170
304994,301393,143
304994,301523,42
304994,301899,179
304994,301907,171
304994,303400,115
304994,303715,40
304994,303847,104
304994,303920,122
304994,38812,191
304994,404646,184
304994,49630,141
304994,9002468,160
304994,9003894,111
304994,9007875,104
304994,9008334,159
304994,9008724,170
304994,9009843,146
304994,9010066,102
304994,9011371,142
304994,9012345,48
304994,9018952,52
304994,9022868,144
304994,9024097,126
304994,9025955,179
304994,9026375,155
304994,9026480,169
304994,9026833,109
304994,9027204,103
304994,9027537,59
304995,131377,190
304995,134969,194
304995,303254,177
304995,303415,151
304995,303728,183
304995,42462,72
304995,51812,141
304995,9004067,173
304995,9007869,143
304995,9008403,182
304995,9028276,117
304996,101381,146
304996,131376,82
304996,135040,173
304996,135213,171
304996,198327,85
304996,205432,85
304996,301243,168
304996,301907,136
304996,302854,117
304996,302923,106
304996,304047,157
304996,304060,111
304996,305882,168
304996,36267,78
304996,38758,77
304996,42908,18
304996,461423,49
304996,49630,190
304996,50644,72
304996,9002461,44
304996,9008336,96
304996,9009843,162
304996,9024097,183
304996,9026480,158
304997,300528,51
304997,303068,186
304997,304021,73
304997,305220,175
304997,305723,170
304997,36254,36
304997,48719,145
304997,50369,71
304997,9004380,48
304997,9010270,154
304997,9011024,69
304997,9011025,32
304997,9011372,71
304997,9011993,86
304997,9014056,57
304997,9015297,189
304997,9015722,187
304997,9020108,167
304997,9020110,139
305030,9009014,197
305043,141488,129
305043,303038,150
305043,304563,195
305043,51578,110
305043,9022611,165
305097,305787,124
305156,135112,50
305156,9007611,30
305156,9012870,182
305156,9020294,70
305197,302652,115
305197,304965,115
305197,9010611,99
305198,9022765,171
305220,134663,162
305220,136668,134
305220,137824,81
305220,300528,184
305220,301088,170
305220,301896,180
305220,303068,20
305220,304021,171
305220,304997,175
305220,36254,188
305220,48719,32
305220,9004380,166
305220,9009803,129
305220,9009953,159
305220,9011024,112
305220,9011025,190
305220,9011993,189
305220,9013197,145
305220,9015722,65
305220,9017039,199
305220,9019334,148
305220,9020108,95
305220,9020110,55
305220,9024830,161
305220,9027505,111
305220,9028051,193
305233,300527,116
305233,300959,92
305233,302347,163
305233,49920,192
305233,50121,112
305273,101373,109
305273,130005,182
305273,132314,72
305273,133371,83
305273,134680,147
305273,134901,146
305273,137452,184
305273,137823,55
305273,206055,74
305273,301138,173
305273,301353,112
305273,301529,198
305273,301893,162
305273,303255,134
305273,304003,186
305273,305430,117
305273,404315,90
305273,405129,165
305273,9003040,186
305273,9009845,95
305273,9010185,199
305273,9010344,125
305273,9018584,196
305273,9020558,111
305273,9021525,114
305273,9023838,125
305273,9023880,88
305273,9023884,134
305273,9024389,144
305367,304103,85
305367,50675,179
305394,10000022,132
305394,101666,161
305394,11585,141
305394,11590,160
305394,11603,120
305394,130004,142
305394,134360,150
305394,134418,68
305394,134453,135
305394,135073,114
305394,301238,78
305394,301366,130
305394,303237,155
305394,303677,132
305394,304056,175
305394,304062,78
305394,304744,119
305394,304986,54
305394,41933,177
305394,42988,56
305394,44126,109
305394,49884,157
305394,51576,173
305394,9011366,159
305394,9011897,131
305394,9015948,142
305394,9016537,124
305394,9016736,45
305394,9018071,187
305394,9020134,177
305394,9025987,187
305394,9026144,143
305394,9026417,106
305420,11599,195
305420,11601,106
305420,133978,115
305420,134245,149
305420,134449,175
305420,134872,200
305420,134923,84
305420,134980,150
305420,301349,180
305420,301658,89
305420,301716,181
305420,303710,161
305420,304002,70
305420,304364,165
305420,304982,81
305420,305501,166
305420,306249,161
305420,43436,123
305420,50668,111
305420,50671,145
305420,51106,150
305420,51501,192
305420,53003,76
305420,53382,65
305420,9015168,91
305420,9015971,105
305420,9016459,81
305420,9017597,117
305420,9026297,165
305424,101818,91
305424,134039,70
305424,134985,188
305424,136588,138
305424,301438,148
305424,303820,87
305424,304065,136
305424,304067,85
305424,304962,180
305424,47542,110
305424,49916,128
305424,50901,108
305424,51577,142
305424,9002457,132
305424,9004503,147
305424,9007837,105
305430,101373,190
305430,130005,101
305430,132314,84
305430,133371,141
305430,134680,133
305430,134901,108
305430,135390,171
305430,137452,96
305430,137823,157
305430,206055,127
305430,301529,193
305430,301890,120
305430,301893,134
305430,302516,181
305430,302591,191
305430,303121,158
305430,303255,117
305430,303719,135
305430,303999,162
305430,304005,173
305430,305273,117
305430,306014,192
305430,36210,101
305430,37568,193
305430,404315,174
305430,405026,174
305430,49990,197
305430,49993,195
305430,9002498,186
305430,9003040,110
305430,9010344,81
305430,9011518,193
305430,9012380,122
305430,9020558,120
305430,9021295,126
305430,9023879,170
305430,9023880,56
305430,9023884,37
305430,9024389,36
305492,9023407,161
305501,11600,163
305501,11601,70
305501,133978,200
305501,134449,143
305501,134554,179
305501,134923,195
305501,134941,141
305501,134980,30
305501,206082,199
305501,300787,192
305501,301206,178
305501,301658,177
305501,301716,50
305501,303652,194
305501,303710,136
305501,304009,192
305501,304364,120
305501,304982,98
305501,305420,166
305501,305765,124
305501,306249,25
305501,50668,182
305501,50669,163
305501,50671,114
305501,51501,99
305501,9000552,122
305501,9007817,196
305501,9015396,79
305501,9015971,143
305501,9016459,166
305501,9017597,74
305501,9022245,200
305501,9025986,149
305546,301342,71
305546,303375,76
305546,303985,95
305546,9022492,106
305546,9023483,146
305546,9023671,135
305578,11584,78
305659,304071,45
305669,135241,65
305669,9002447,115
305669,9007002,129
305669,9011825,112
305695,9012414,50
305695,9016921,186
305720,101741,170
305720,101805,111
305720,11594,54
305720,134449,191
305720,134822,181
305720,135231,108
305720,135306,163
305720,206082,157
305720,300787,108
305720,301206,140
305720,303625,66
305720,303711,150
305720,303723,56
305720,303999,189
305720,304005,140
305720,304009,134
305720,304370,67
305720,304562,29
305720,304987,179
305720,34603,70
305720,37568,170
305720,405026,142
305720,49115,51
305720,49991,131
305720,50672,41
305720,51501,197
305720,51590,179
305720,51746,108
305720,9002053,106
305720,9007817,123
305720,9008787,125
305720,9012344,111
305720,9013786,90
305720,9014118,133
305720,9014611,72
305720,9017674,147
305720,9021295,199
305720,9024203,96
305723,300528,121
305723,304010,50
305723,304997,170
305723,36254,139
305723,48719,189
305723,50369,138
305723,570478,126
305723,9008461,157
305723,9009953,181
305723,9010270,86
305723,9011024,191
305723,9011372,109
305723,9011993,86
305723,9013197,141
305723,9014056,187
305723,9015297,118
305723,9015722,172
305723,9015991,153
305723,9017064,190
305723,9020108,130
305723,9020656,67
305723,9021822,195
305723,9023573,96
305723,9023928,47
305723,9023930,191
305723,9024122,74
305723,9024796,43
305723,9028051,126
305765,102207,162
305765,11571,125
305765,11600,123
305765,11601,173
305765,134449,171
305765,134554,136
305765,134941,72
305765,134980,152
305765,206082,85
305765,300787,157
305765,301206,170
305765,301716,150
305765,301830,150
305765,303652,89
305765,303710,174
305765,303711,195
305765,304009,92
305765,304019,199
305765,304364,157
305765,304982,200
305765,305501,124
305765,306249,143
305765,34603,190
305765,41660,90
305765,44101,190
305765,50669,80
305765,50671,166
305765,51501,112
305765,51590,98
305765,9004443,148
305765,9007817,179
305765,9012940,136
305765,9015396,59
305765,9017597,164
305765,9017674,135
305765,9024203,197
305787,102171,188
305787,301646,177
305787,303848,163
305787,304061,185
305787,305097,124
305852,101798,66
305852,303099,180
305852,304074,61
305852,570397,111
305852,9012657,74
305882,101496,143
305882,11588,146
305882,131376,94
305882,135040,137
305882,205432,142
305882,301243,142
305882,301912,120
305882,302923,133
305882,303678,144
305882,304060,106
305882,304996,168
305882,42908,186
305882,461423,188
305882,50644,184
305882,9002461,194
305882,9008336,185
305884,101741,171
305884,11591,16
305884,11593,76
305884,132205,132
305884,135143,195
305884,135306,116
305884,137270,168
305884,140785,151
305884,206081,91
305884,301885,189
305884,303077,180
305884,303989,171
305884,304987,152
305884,404118,139
305884,49989,152
305884,50680,36
305884,51746,199
305884,9001289,101
305884,9002458,77
305884,9008787,181
305884,9012344,167
305884,9013786,183
305884,9014118,139
305884,9016669,56
305884,9017058,186
305884,9026345,168
305884,9026551,195
305887,304080,94
305887,50703,154
305887,570398,69
305887,9012737,188
305887,9022729,159
306014,101373,189
306014,101636,135
306014,135011,163
306014,135045,71
306014,135390,170
306014,137452,118
306014,140407,71
306014,141170,132
306014,142445,198
306014,142446,153
306014,301138,158
306014,301529,52
306014,301890,163
306014,302516,14
306014,302591,95
306014,303077,196
306014,303719,133
306014,303992,58
306014,304374,149
306014,305430,192
306014,404315,191
306014,42987,22
306014,47317,138
306014,50682,187
306014,9002498,23
306014,9003040,96
306014,9010344,116
306014,9011518,132
306014,9012380,129
306014,9016697,161
306014,9016785,57
306014,9022771,57
306014,9023879,109
306014,9023880,158
306014,9024389,168
306140,136159,189
306140,302644,142
306140,302902,116
306140,502072,112
306142,102172,169
306142,135274,144
306142,137479,69
306142,153607,179
306142,300839,170
306142,301403,35
306142,301901,141
306142,302012,84
306142,303799,122
306142,304984,50
306142,404854,17
306142,9004354,76
306142,9016467,198
306142,9016767,127
306142,9016811,42
306142,9017250,101
306142,9021034,170
306194,134040,190
306194,304087,170
306194,306319,121
306194,41133,129
306249,11600,165
306249,11601,77
306249,133978,181
306249,134449,164
306249,134554,180
306249,134923,179
306249,134941,150
306249,134980,12
306249,301658,160
306249,301716,29
306249,303710,156
306249,304020,200
306249,304364,141
306249,304982,104
306249,305420,161
306249,305501,25
306249,305765,143
306249,50668,163
306249,50669,173
306249,50671,133
306249,51501,123
306249,9000552,98
306249,9015396,93
306249,9015971,124
306249,9016459,174
306249,9017597,87
306249,9022245,187
306249,9025986,127
306283,134040,188
306283,137057,119
306283,140353,134
306283,140433,157
306283,142260,98
306283,301244,108
306283,301603,36
306283,304621,110
306283,306318,180
306283,306321,38
306283,306358,11
306283,50201,129
306283,9013372,36
306283,9023581,112
306318,101830,97
306318,134040,22
306318,142260,92
306318,301244,143
306318,301603,190
306318,304087,41
306318,304621,159
306318,306283,180
306318,306319,107
306318,306358,188
306318,41133,83
306318,50201,95
306318,9013372,197
306318,9023581,184
306319,134040,85
306319,142260,135
306319,301244,141
306319,304087,71
306319,306194,121
306319,306318,107
306319,41133,47
306319,50201,103
306319,9023581,175
306321,137057,83
306321,140353,101
306321,140433,159
306321,142260,121
306321,152326,172
306321,301244,111
306321,301603,65
306321,304621,147
306321,306283,38
306321,306358,39
306321,50201,144
306321,9013372,16
306321,9023581,100
306358,134040,197
306358,137057,121
306358,140353,139
306358,140433,146
306358,142260,108
306358,301244,118
306358,301603,28
306358,304621,108
306358,306283,11
306358,306318,188
306358,306321,39
306358,50201,139
306358,9013372,41
306358,9017046,193
306358,9023581,121
306383,136703,184
306383,140934,114
306383,141007,51
306383,153360,117
306383,304983,142
306383,9001037,150
306383,9012994,36
306383,9015181,33
306383,9020107,88
306383,9023917,166
34490,304974,72
34490,50677,150
34490,9003153,64
34603,101741,133
34603,101805,173
34603,11594,119
34603,134449,122
34603,135231,63
34603,135306,158
34603,140785,183
34603,206082,149
34603,300787,43
34603,301206,71
34603,303625,135
34603,303710,136
34603,303711,190
34603,303723,84
34603,304009,120
34603,304364,137
34603,304370,85
34603,304562,47
34603,305720,70
34603,305765,190
34603,49115,22
34603,49991,190
34603,50671,155
34603,50672,72
34603,51501,136
34603,51590,180
34603,51746,158
34603,9002053,41
34603,9007817,53
34603,9008787,170
34603,9012344,142
34603,9013786,98
34603,9014118,149
34603,9014611,125
34603,9017674,163
34603,9024203,142
34603,9026297,198
34862,302186,90
35557,101818,199
35557,136588,187
35557,300988,20
35557,304067,163
35557,304073,121
35557,304961,188
35557,9004503,140
36210,101805,159
36210,11594,187
36210,130005,40
36210,132314,140
36210,133371,188
36210,134680,127
36210,134901,97
36210,135390,179
36210,137452,156
36210,206055,177
36210,301890,137
36210,301893,114
36210,303121,99
36210,303255,119
36210,303625,163
36210,303719,168
36210,303999,134
36210,304005,90
36210,305430,101
36210,37568,159
36210,405026,85
36210,49990,188
36210,49991,162
36210,49993,123
36210,51746,197
36210,9003040,177
36210,9010344,175
36210,9012380,161
36210,9020558,143
36210,9021295,94
36210,9022424,143
36210,9022640,123
36210,9023880,157
36210,9023884,70
36210,9024203,196
36210,9024389,108
36254,300528,18
36254,304010,189
36254,304021,109
36254,304997,36
36254,305220,188
36254,305723,139
36254,48719,156
36254,50369,40
36254,9004380,84
36254,9010270,118
36254,9011024,94
36254,9011025,64
36254,9011372,35
36254,9011993,53
36254,9014056,56
36254,9015297,153
36254,9015722,187
36254,9020108,160
36254,9020110,161
36254,9020656,182
36254,9023573,179
36254,9023928,185
36254,9024796,174
36267,101381,93
36267,131376,151
36267,135040,168
36267,198327,96
36267,205432,163
36267,301482,155
36267,301907,168
36267,302854,175
36267,302923,184
36267,304047,78
36267,304060,186
36267,304435,188
36267,304996,78
36267,38758,3
36267,42908,71
36267,461423,117
36267,49655,142
36267,50644,39
36267,9002461,35
36267,9008336,171
36267,9009294,150
36267,9009843,185
36267,9022243,160
36267,9022747,172
36267,9026480,159
36267,9027119,155
37451,101351,87
37451,11599,188
37451,134547,158
37451,134857,133
37451,134872,120
37451,136513,150
37451,301348,161
37451,301349,140
37451,301882,170
37451,303560,155
37451,303993,60
37451,303995,158
37451,304363,100
37451,304371,182
37451,43837,158
37451,9002469,98
37451,9003867,131
37451,9015093,77
37451,9016706,174
37451,9016864,134
37451,9018845,135
37451,9020126,138
37451,9022638,95
37451,9022867,80
37451,9026315,139
37568,101805,60
37568,11593,149
37568,11594,117
37568,130005,199
37568,132205,177
37568,135306,184
37568,135390,73
37568,137270,158
37568,137452,148
37568,206081,159
37568,301890,91
37568,302591,159
37568,303077,101
37568,303625,119
37568,303719,111
37568,303723,148
37568,303999,32
37568,304005,101
37568,304370,152
37568,304562,182
37568,304987,71
37568,305430,193
37568,305720,170
37568,36210,159
37568,405026,116
37568,49989,135
37568,49990,49
37568,49991,39
37568,50672,157
37568,51746,73
37568,9003040,164
37568,9008787,70
37568,9011518,124
37568,9012344,110
37568,9012380,119
37568,9013786,156
37568,9014118,135
37568,9014611,103
37568,9017058,48
37568,9021295,71
37568,9023879,136
37568,9023884,191
37568,9024389,165
37789,140609,151
37789,301854,193
37789,9013540,176
37789,9014972,145
37789,9015813,139
37789,9019234,121
37789,9021464,179
37789,9022643,141
37789,9023571,189
37789,9024832,24
38758,101381,91
38758,131376,150
38758,135040,170
38758,198327,93
38758,205432,162
38758,301482,157
38758,301907,165
38758,302854,172
38758,302923,183
38758,304047,80
38758,304060,185
38758,304435,191
38758,304996,77
38758,36267,3
38758,42908,69
38758,461423,115
38758,49655,143
38758,50644,41
38758,9002461,34
38758,9008336,169
38758,9008690,200
38758,9009294,149
38758,9009843,182
38758,9022243,159
38758,9022747,170
38758,9026480,156
38758,9027119,157
38812,101381,169
38812,130439,196
38812,133216,110
38812,134754,98
38812,142130,196
38812,301899,54
38812,303400,127
38812,303715,156
38812,303920,76
38812,304994,191
38812,403344,185
38812,9008690,116
38812,9009294,126
38812,9009843,180
38812,9010217,180
38812,9016977,174
38812,9018521,47
38812,9022243,156
38812,9022747,88
38812,9023356,156
38812,9024097,198
38812,9024221,114
38812,9024274,170
38812,9026480,143
38812,9026773,136
400391,140380,103
400391,142229,113
400391,142275,96
400391,301860,170
400391,303599,194
400391,304973,173
400391,9004028,178
400391,9004227,156
400391,9007148,96
400391,9009964,52
400391,9012342,76
400391,9017378,137
400391,9022210,173
403081,101579,146
403081,101732,160
403081,130989,191
403081,134733,153
403081,134909,125
403081,142063,114
403081,206078,162
403081,301414,76
403081,301910,90
403081,302473,141
403081,303685,99
403081,303852,127
403081,304064,153
403081,304368,115
403081,304369,161
403081,304993,106
403081,404546,177
403081,41933,198
403081,44014,143
403081,44085,28
403081,47316,111
403081,50226,120
403081,9015518,120
403081,9016777,111
403081,9020134,186
403081,9022094,61
403344,133216,104
403344,134329,128
403344,134754,122
403344,141482,186
403344,142130,122
403344,301361,122
403344,301896,195
403344,301899,160
403344,302517,155
403344,303317,96
403344,303714,173
403344,304038,199
403344,304043,172
403344,38812,185
403344,43440,98
403344,9002487,95
403344,9004030,69
403344,9004237,175
403344,9010217,200
403344,9016977,189
403344,9017039,195
403344,9018521,140
403344,9021535,154
403344,9023356,181
403344,9024221,90
403344,9024274,44
403344,9026146,181
403344,9026773,105
403344,9027333,93
403344,9027341,198
403555,101731,198
403555,11596,55
403555,11602,158
403555,130439,180
403555,134565,98
403555,138060,189
403555,139391,54
403555,301240,87
403555,301388,143
403555,301523,199
403555,301856,170
403555,302029,192
403555,304992,88
403555,49639,51
403555,9002468,148
403555,9003894,138
403555,9004377,158
403555,9008724,63
403555,9009285,40
403555,9010066,122
403555,9010884,138
403555,9011371,101
403555,9011994,18
403555,9012345,187
403555,9017201,151
403555,9022120,103
403555,9022868,78
403555,9024831,122
403555,9025955,80
403555,9025985,196
403555,9026375,129
403555,9027537,164
403555,9027823,188
403555,9028157,163
403665,9026117,126
404057,101394,89
404057,101521,136
404057,101664,135
404057,11572,96
404057,11573,40
404057,132242,83
404057,134454,31
404057,134574,67
404057,134906,63
404057,134990,195
404057,199023,130
404057,301357,92
404057,301895,135
404057,302217,82
404057,302517,176
404057,303721,128
404057,304011,167
404057,304022,112
404057,47315,163
404057,49873,71
404057,50017,128
404057,50151,178
404057,9004237,196
404057,9004388,97
404057,9011369,167
404057,9013096,86
404057,9015484,143
404057,9019968,161
404057,9020794,106
404057,9021706,192
404057,9022769,143
404057,9023124,139
404057,9023328,151
404057,9023838,195
404057,9024242,138
404057,9026553,179
404057,9026935,82
404057,9027341,197
404057,9027546,192
404118,11591,147
404118,11593,171
404118,132205,85
404118,135143,57
404118,137270,117
404118,138801,177
404118,141170,186
404118,206081,111
404118,301344,176
404118,301885,77
404118,303077,169
404118,303989,115
404118,305884,139
404118,47311,183
404118,49989,129
404118,50680,172
404118,9001289,106
404118,9013019,149
404118,9013618,157
404118,9016669,129
404118,9021374,107
404118,9022122,89
404118,9023256,98
404118,9023347,156
404118,9024393,196
404118,9026345,96
404118,9026551,70
404315,101373,19
404315,132314,160
404315,133371,170
404315,135045,159
404315,137823,125
404315,140272,181
404315,152562,165
404315,206055,163
404315,301138,86
404315,301353,127
404315,301529,147
404315,302516,191
404315,304000,198
404315,304003,146
404315,305273,90
404315,305430,174
404315,306014,191
404315,405129,106
404315,42987,185
404315,9002498,169
404315,9003040,192
404315,9009845,109
404315,9010185,141
404315,9010344,134
404315,9011576,179
404315,9016697,149
404315,9016708,179
404315,9016785,183
404315,9021525,150
404315,9022771,172
404315,9023838,171
404315,9023880,122
404315,9024389,187
404546,10000022,190
404546,101732,197
404546,134733,179
404546,134909,78
404546,206078,47
404546,302473,39
404546,303237,155
404546,303685,79
404546,303852,133
404546,304064,145
404546,304369,166
404546,403081,177
404546,49884,194
404546,9002483,199
404546,9016777,158
404546,9020134,179
404546,9022094,183
404546,9026144,167
404646,101579,134
404646,134317,114
404646,135213,100
404646,142063,191
404646,206022,127
404646,301393,105
404646,301523,163
404646,301907,176
404646,301910,141
404646,302854,156
404646,303847,128
404646,304059,65
404646,304368,108
404646,304994,184
404646,44085,193
404646,47316,134
404646,49630,106
404646,50226,110
404646,9002468,187
404646,9003894,192
404646,9007875,84
404646,9008334,39
404646,9008336,184
404646,9009843,178
404646,9012345,172
404646,9018952,132
404646,9024097,148
404646,9024259,182
404646,9026308,101
404646,9026833,109
404646,9027204,80
404784,101413,139
404784,101418,130
404784,101637,106
404784,134386,92
404784,135330,60
404784,138060,195
404784,206052,194
404784,300467,56
404784,301382,198
404784,301383,160
404784,301386,95
404784,301645,155
404784,301898,170
404784,302029,164
404784,303726,76
404784,303846,147
404784,303861,179
404784,304032,76
404784,304990,150
404784,404802,161
404784,43050,176
404784,48875,182
404784,49119,175
404784,50488,132
404784,51575,170
404784,51718,198
404784,52007,95
404784,53115,160
404784,9003380,179
404784,9007285,164
404784,9010789,186
404784,9010884,188
404784,9013748,39
404784,9014185,196
404784,9014605,197
404784,9017201,192
